Address ZIP,count
10001,0
10002,0
10003,0
10004,0
10005,0
10006,0
10007,0
10008,0
10009,0
10010,0
10011,0
10012,0
10013,0
10014,0
10016,0
10017,0
10018,0
10019,0
10020,0
10021,0
10022,0
10023,0
10024,0
10025,0
10026,0
10027,0
10028,0
10029,0
10030,0
10031,0
10032,0
10033,0
10034,0
10035,0
10036,0
10037,0
10038,0
10039,0
10040,0
10041,0
10044,0
10055,0
10065,0
10069,0
10075,0
10080,0
10101,0
10103,0
10105,0
10106,0
10107,0
10108,0
10112,0
10116,0
10118,0
10119,0
10120,0
10121,0
10122,0
10123,0
10128,0
10150,0
10151,0
10152,0
10153,0
10154,0
10155,0
10156,0
10158,0
10159,0
10162,0
10163,0
10165,0
10166,0
10167,0
10168,0
10169,0
10170,0
10171,0
10172,0
10173,0
10174,0
10175,0
10176,0
10178,0
10185,0
10271,0
10276,0
10279,0
10280,0
10281,0
10282,0
10301,0
10302,0
10303,0
10304,0
10305,0
10306,0
10307,0
10308,0
10309,0
10310,0
10311,0
10312,0
10313,0
10314,0
10451,0
10452,0
10453,0
10454,0
10455,0
10456,0
10457,0
10458,0
10459,0
10460,0
10461,0
10462,0
10463,0
10464,0
10465,0
10466,0
10467,0
10468,0
10469,0
10470,0
10471,0
10472,0
10473,0
10474,0
10475,0
10501,0
10502,0
10504,0
10505,0
10506,0
10507,0
10509,0
10510,0
10511,0
10512,0
10514,0
10516,0
10517,0
10520,0
10522,0
10523,0
10524,0
10526,0
10528,0
10530,0
10532,0
10533,0
10535,0
10536,0
10537,0
10538,0
10540,0
10541,0
10542,0
10543,0
10546,0
10547,0
10548,0
10549,0
10550,0
10551,0
10552,0
10553,0
10560,0
10562,0
10566,0
10567,0
10570,0
10573,0
10576,0
10577,0
10579,0
10580,0
10583,0
10587,0
10588,0
10589,0
10590,0
10591,0
10594,0
10595,0
10596,0
10598,0
10601,0
10602,0
10603,0
10604,0
10605,0
10606,0
10607,0
10701,0
10702,0
10703,0
10704,0
10705,0
10706,0
10707,0
10708,0
10709,0
10710,0
10725,0
10801,0
10802,0
10803,0
10804,0
10805,0
10901,0
10913,0
10914,0
10916,0
10917,0
10918,0
10920,0
10921,0
10922,0
10923,0
10924,0
10925,0
10926,0
10928,0
10930,0
10940,0
10941,0
10949,0
10950,0
10952,0
10954,0
10956,0
10958,0
10960,0
10962,0
10963,0
10964,0
10965,0
10968,0
10969,0
10970,0
10974,0
10976,0
10977,0
10980,0
10983,0
10984,0
10986,0
10987,0
10989,0
10990,0
10992,0
10993,0
10994,0
11001,0
11002,0
11003,0
11004,0
11005,0
11010,0
11020,0
11021,0
11022,0
11023,0
11024,0
11030,0
11040,0
11042,0
11050,0
11096,0
11101,0
11102,0
11103,0
11104,0
11105,0
11106,0
11109,0
11201,0
11202,0
11203,0
11204,0
11205,0
11206,0
11207,0
11208,0
11209,0
11210,0
11211,0
11212,0
11213,0
11214,0
11215,0
11216,0
11217,0
11218,0
11219,0
11220,0
11221,0
11222,0
11223,0
11224,0
11225,0
11226,0
11228,0
11229,0
11230,0
11231,0
11232,0
11233,0
11234,0
11235,0
11236,0
11237,0
11238,0
11239,0
11241,0
11242,0
11247,0
11249,0
11252,0
11350,0
11352,0
11354,0
11355,0
11356,0
11357,0
11358,0
11359,0
11360,0
11361,0
11362,0
11363,0
11364,0
11365,0
11366,0
11367,0
11368,0
11369,0
11370,0
11371,0
11372,0
11373,0
11374,0
11375,0
11377,0
11378,0
11379,0
11385,0
11386,0
11410,0
11411,0
11412,0
11413,0
11414,0
11415,0
11416,0
11417,0
11418,0
11419,0
11420,0
11421,0
11422,0
11423,0
11426,0
11427,0
11428,0
11429,0
11430,0
11431,0
11432,0
11433,0
11434,0
11435,0
11436,0
11501,0
11507,0
11509,0
11510,0
11514,0
11516,0
11518,0
11520,0
11530,0
11542,0
11545,0
11547,0
11548,0
11550,0
11551,0
11552,0
11553,0
11554,0
11556,0
11557,0
11558,0
11559,0
11560,0
11561,0
11563,0
11565,0
11566,0
11568,0
11570,0
11572,0
11575,0
11576,0
11577,0
11579,0
11580,0
11581,0
11582,0
11590,0
11596,0
11598,0
11691,0
11692,0
11693,0
11694,0
11697,0
11701,0
11702,0
11703,0
11704,0
11705,0
11706,0
11709,0
11710,0
11713,0
11714,0
11715,0
11716,0
11717,0
11718,0
11719,0
11720,0
11721,0
11722,0
11724,0
11725,0
11726,0
11727,0
11729,0
11730,0
11731,0
11732,0
11733,0
11735,0
11738,0
11739,0
11740,0
11741,0
11742,0
11743,0
11746,0
11747,0
11749,0
11751,0
11752,0
11753,0
11754,0
11755,0
11756,0
11757,0
11758,0
11762,0
11763,0
11764,0
11765,0
11766,0
11767,0
11768,0
11769,0
11771,0
11772,0
11776,0
11777,0
11778,0
11779,0
11780,0
11782,0
11783,0
11784,0
11786,0
11787,0
11788,0
11789,0
11790,0
11791,0
11792,0
11793,0
11795,0
11796,0
11797,0
11798,0
11801,0
11802,0
11803,0
11804,0
11901,0
11930,0
11932,0
11933,0
11934,0
11937,0
11939,0
11940,0
11942,0
11944,0
11946,0
11948,0
11949,0
11950,0
11952,0
11953,0
11954,0
11955,0
11957,0
11958,0
11959,0
11961,0
11963,0
11965,0
11967,0
11968,0
11971,0
11972,0
11975,0
11976,0
11978,0
11980,0
11221,34
11229,18
11235,24
11236,17
11209,11
11220,21
11225,13
11208,23
11219,22
11239,5
11237,8
11228,12
10039,8
10002,28
10004,3
11433,8
11385,18
11109,1
11693,4
11367,11
11692,7
11377,18
11362,6
11432,20
11379,9
11365,11
11354,17
11358,11
11361,11
11366,6
11363,3
11421,7
11374,8
11102,11
10307,4
10303,7
10314,24
10302,3
10309,9
10304,11
10306,14
10472,13
10467,21
10461,13
10465,10
10452,18
10473,13
10468,15
10469,13
10455,15
10457,33
10456,27
10033,13
11430,1
10065,3
10458,11
11416,4
11105,8
10312,9
11217,8
11206,22
10030,7
11103,6
10038,6
10027,18
11368,17
10029,34
10459,14
11427,4
10035,14
11212,24
11233,23
10009,17
11419,13
11411,5
11434,21
11218,19
11201,15
11420,9
11204,23
10003,2
10460,19
10018,2
11372,12
11238,8
10001,6
11369,12
11224,14
10454,19
10024,8
11213,17
11373,16
10032,11
11423,6
10016,4
11101,9
11210,18
11418,13
11412,11
11357,8
11422,6
10453,22
10037,6
11207,29
11355,16
11232,10
11429,6
11436,4
11215,16
11230,19
10025,15
10301,11
11211,20
11214,14
11691,14
10034,7
10470,3
11415,6
11203,28
11226,26
11428,4
11104,9
11375,13
11435,12
10462,10
11694,3
10012,2
10475,6
10026,10
10466,20
10463,15
11205,11
10040,5
10013,7
11231,9
11216,15
11414,6
10305,9
10023,5
10471,7
10451,15
11360,3
10036,3
11426,4
10011,6
10031,7
10310,11
11234,12
11364,7
11376,1
10282,1
10308,6
11106,10
10019,3
11249,4
11223,17
11413,8
11417,2
10474,2
10022,1
11222,4
11378,5
10280,1
11356,3
11001,1
10464,1
10021,1
10014,1
10128,2
10028,1
10075,1
10044,1
11004,1
10010,1
10007,1
11697,1
