zipcode,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09
11204,545800.0,546800.0,551600.0,554700.0,556300.0,559200.0,561200.0,560100.0,560400.0,562200.0,564200.0,567600.0,567600.0,563900.0,560100.0,554900.0,549000.0,550000.0,554500.0,557700.0,560500.0,565900.0,573300.0,580100.0,583800.0,584600.0,583500.0,583600.0,584500.0,584400.0,588400.0,596700.0,604000.0,607700.0,611900.0,617800.0,626000.0,633500.0,638500.0,641900.0,645700.0,650500,656100,661000,664700,669700,674100,675000,673800,677100,686100,693200,695900,699900,706100,713200.0,721400,730200,737800,744300,754100.0,766300.0,774300,779600,783300,780900.0,777500.0,780400.0,786600.0,794600,802300,809400,816900,824900,831800,838000.0,844800,851600,859200,864800,869300,868300,865500,867100,871900
11219,531200.0,527900.0,530000.0,530100.0,527100.0,528200.0,530300.0,529500.0,529900.0,532800.0,537300.0,542600.0,544300.0,544300.0,543900.0,535800.0,524000.0,521400.0,527300.0,532400.0,536900.0,542400.0,549100.0,556300.0,563300.0,567200.0,568700.0,568300.0,568900.0,570500.0,577500.0,587800.0,594600.0,593200.0,593400.0,597900.0,607700.0,619000.0,628900.0,633000.0,633900.0,631000,626700,626100,634200,644400,647400,644700,641300,639800,641200,644500,646500,652500,667700,679900.0,680600,679700,682200,682800,688300.0,702100.0,716600,722600,720600,714800.0,709200.0,707100.0,713500.0,731100,750000,767300,783000,797700,811500,822600.0,833000,847500,863300,876000,891700,900300,903000,910200,920800
11225,516700.0,521700.0,525700.0,524400.0,517500.0,510800.0,511200.0,515900.0,522000.0,530900.0,545100.0,552800.0,548000.0,536800.0,529200.0,523000.0,518200.0,517000.0,515800.0,513700.0,515300.0,519200.0,519000.0,527200.0,546500.0,564600.0,570400.0,566300.0,563700.0,570600.0,578000.0,577700.0,578300.0,581100.0,589400.0,605600.0,620300.0,623900.0,624400.0,630100.0,638200.0,645700,650700,659600,676100,693500,695100,671000,638300,621700,630400,645600,652400,653800,667700,692100.0,713600,729700,744300,754700,767400.0,796200.0,828900,848900,856700,858700.0,854900.0,850100.0,844300.0,838000,836600,844700,867000,895300,909700,905900.0,898100,896400,909100,927600,935800,937300,946800,959600,968600
11213,464000.0,463200.0,463800.0,459200.0,455500.0,460500.0,468700.0,472800.0,477500.0,484600.0,486700.0,492100.0,503400.0,511100.0,508500.0,502800.0,496800.0,498200.0,505000.0,513400.0,519900.0,524900.0,527200.0,526900.0,524900.0,528300.0,539100.0,548700.0,552000.0,554400.0,564500.0,572900.0,572800.0,570900.0,578900.0,586700.0,588800.0,585100.0,574400.0,559600.0,554100.0,556300,555100,549800,556300,571500,591400,610900,627900,639200,655600,669200,675100,674900,676500,684100.0,699500,714000,719900,723200,731500.0,745600.0,765900,787600,797500,797900.0,798900.0,805800.0,820100.0,835900,845000,856900,879500,904400,927200,942800.0,945200,946100,970000,998600,993300,965100,951400,952500,953100
11368,274800.0,276200.0,275800.0,276500.0,274700.0,271700.0,270800.0,269900.0,266600.0,263900.0,261800.0,258400.0,254400.0,251600.0,249400.0,249100.0,250800.0,252200.0,252400.0,252500.0,253200.0,255300.0,258100.0,259500.0,259800.0,261100.0,262800.0,263900.0,263300.0,263400.0,264900.0,267400.0,269700.0,270600.0,269900.0,268800.0,268300.0,269100.0,271600.0,275300.0,282600.0,291100,296100,297200,298300,299600,302400,308100,317400,327500,335000,338900,341300,340500,341100,346500.0,353800,356300,354200,352200,353100.0,353100.0,352700,355300,359100,363500.0,368900.0,372800.0,372700.0,373600,380500,386700,392200,400200,405900,406600.0,409300,415500,423300,432000,441700,456700,478900,500600,514800
11203,347600.0,345700.0,346200.0,346200.0,346300.0,348700.0,351500.0,351700.0,350700.0,351000.0,352700.0,355000.0,355100.0,352600.0,349100.0,344500.0,339800.0,339000.0,340600.0,342700.0,343400.0,343000.0,342500.0,342900.0,343100.0,343800.0,345000.0,346600.0,347800.0,347300.0,346700.0,348000.0,350100.0,352100.0,354900.0,358400.0,360200.0,359600.0,357600.0,357200.0,358700.0,360000,360400,361200,362700,364700,365500,365200,365700,367500,368800,369000,369100,370100,371100,371500.0,372800,375100,378100,382400,390300.0,400300.0,409700,416100,420600,422900.0,425600.0,427400.0,428700.0,430900,435000,439700,445600,450600,455500,459200.0,461300,463000,467700,474200,479500,481200,481900,484500,487300
10014,812100.0,806800.0,801100.0,803400.0,813600.0,825400.0,832100.0,833900.0,842300.0,854800.0,855700.0,855800.0,865400.0,876900.0,882200.0,885900.0,888500.0,885700.0,872300.0,864800.0,868100.0,868400.0,866600.0,867800.0,864400.0,858400.0,855000.0,860600.0,871900.0,882000.0,898000.0,917600.0,919700.0,908800.0,910800.0,928000.0,945100.0,954000.0,956800.0,960000.0,962900.0,967700,971300,979700,991700,1001500,1008300,1024300,1049700,1075800,1102900,1132000,1159400,1184300,1201300,1216900.0,1239400,1268800,1287300,1309700,1350600.0,1396400.0,1416700,1425700,1449600,1479100.0,1483500.0,1467300.0,1452400.0,1452100,1466800,1491800,1508000,1506200,1500700,1497200.0,1490400,1485600,1495100,1528000,1582500,1638900,1670100,1643400,1594300
10473,317800.0,320700.0,324200.0,324200.0,320600.0,317300.0,316900.0,317900.0,317100.0,315000.0,315100.0,318200.0,318700.0,314800.0,308800.0,304700.0,301800.0,298500.0,294300.0,291800.0,290300.0,287600.0,283600.0,279900.0,277400.0,276900.0,278900.0,280700.0,280400.0,279800.0,282800.0,288500.0,293600.0,295400.0,294800.0,293500.0,293100.0,293900.0,295700.0,296300.0,295100.0,294400,294900,295300,295600,296100,296400,295600,296800,300500,302600,302900,306000,312600,316300,315600.0,316800,319800,319200,318200,317900.0,312600.0,306500,308700,316500,319600.0,320100.0,325200.0,331000.0,333100,333700,338400,346600,353900,357400,355800.0,354000,357000,361500,362300,362600,366400,371800,373300,371800
11210,447800.0,447400.0,450600.0,455200.0,459300.0,462100.0,462900.0,461800.0,462800.0,468200.0,474000.0,479000.0,482600.0,482600.0,480600.0,478100.0,476000.0,476600.0,478000.0,479300.0,478900.0,478600.0,479500.0,480400.0,479900.0,479200.0,475000.0,471800.0,473200.0,474600.0,473900.0,475500.0,479500.0,483800.0,489600.0,495200.0,499000.0,502100.0,506300.0,511100.0,515900.0,519100,517000,512100,508900,508800,510900,515500,519700,521700,524400,529100,534100,540400,550700,562000.0,572100,583700,594200,600000,606800.0,616800.0,622600,625400,627000,626900.0,626900.0,628700.0,628300.0,627000,628000,633200,641000,650000,662800,677900.0,687200,690900,702400,723700,743300,753300,761200,771400,780400
11434,328200.0,324700.0,321200.0,317600.0,313700.0,310800.0,308000.0,304200.0,301300.0,300000.0,299700.0,299700.0,300900.0,302900.0,304500.0,304300.0,302600.0,301300.0,301900.0,304300.0,307900.0,311300.0,313800.0,314800.0,314800.0,314300.0,314300.0,314200.0,314400.0,316400.0,319900.0,322500.0,323500.0,324300.0,325200.0,326500.0,327900.0,330100.0,332900.0,335400.0,338700.0,342900,344900,343700,341200,339800,341100,344200,347100,349000,350400,351500,351800,350000,348500,349200.0,351300,352900,354600,356100,358900.0,363300.0,368000,372200,376200,380000.0,384300.0,387600.0,389500.0,393400,399200,402900,404100,406200,408500,409800.0,410900,415600,422200,427300,430900,431900,432000,434800,438300
11224,355200.0,355400.0,357300.0,361200.0,365500.0,367600.0,366600.0,363800.0,359700.0,357100.0,355500.0,356200.0,356700.0,355200.0,353500.0,354000.0,355300.0,358600.0,363600.0,369400.0,374000.0,376900.0,379600.0,381900.0,381700.0,380900.0,380700.0,381600.0,384300.0,387600.0,388100.0,387700.0,387800.0,385400.0,381800.0,380800.0,379600.0,377700.0,377400.0,378000.0,379200.0,379800,377100,370800,366900,368500,372800,374100,374700,375000,375700,377100,380200,383800,388500,393800.0,397400,398900,401000,404200,407800.0,413200.0,418500,428400,437300,438600.0,437800.0,443800.0,451100.0,454900,457200,462300,469200,474500,476800,477000.0,476600,476300,476800,481400,489300,496800,498200,495500,493100
10306,391300.0,389000.0,387200.0,386900.0,387800.0,387900.0,387100.0,386800.0,386600.0,384800.0,383200.0,382500.0,380200.0,377000.0,375100.0,374700.0,373600.0,372900.0,372500.0,372900.0,373200.0,374900.0,377500.0,379800.0,381300.0,383200.0,384700.0,384900.0,384600.0,384700.0,385400.0,385900.0,386400.0,386800.0,386800.0,387400.0,389900.0,392200.0,393000.0,394300.0,396100.0,396700,396400,396300,396300,396600,397100,398200,400300,402700,404000,404300,404800,405500,405900,406700.0,409100,412000,414000,415300,417600.0,420700.0,423400,424500,424800,425800.0,427600.0,429600.0,432100.0,434800,436500,437800,438600,438900,440200,443400.0,448300,454500,461700,470000,479300,487800,494200,498900,502400
11691,372100.0,370100.0,372700.0,375100.0,371500.0,367500.0,367000.0,365300.0,360900.0,355900.0,351400.0,348700.0,348800.0,348300.0,345400.0,341900.0,339400.0,337000.0,334600.0,333100.0,334300.0,338800.0,344700.0,349100.0,350400.0,349900.0,350100.0,349600.0,347900.0,346900.0,347900.0,350500.0,353400.0,356400.0,358300.0,357300.0,353800.0,353000.0,351400.0,349100.0,348100.0,349300,348800,346600,344200,342000,341200,344300,349000,350700,351000,351000,351300,351500,354200,359600.0,365300,368900,371700,371800,373400.0,376200.0,377400,377000,378700,380700.0,382500.0,382900.0,383400.0,381700,377800,375900,379900,387400,395000,397600.0,397600,400500,406100,412700,418800,421400,425400,433200,439600
10312,411300.0,409400.0,407900.0,406900.0,406400.0,405700.0,404200.0,403800.0,404300.0,403800.0,402100.0,400100.0,398300.0,397600.0,397500.0,397000.0,395600.0,394200.0,393700.0,394700.0,395900.0,397600.0,399600.0,401700.0,403400.0,405300.0,407200.0,407900.0,407500.0,407800.0,408500.0,407800.0,407000.0,407100.0,407500.0,408400.0,410100.0,411300.0,412600.0,414700.0,416200.0,416800,417800,419300,420100,420300,420900,422200,423400,424200,424800,426000,427500,427200,425700,425400.0,426600,428600,431400,434600,437300.0,439800.0,441400,441300,441300,442500.0,444700.0,448200.0,452600.0,455500,457300,460300,464400,467500,469700,473000.0,477800,484200,491200,497600,504500,512000,517500,521100,524200
11432,463700.0,462400.0,460600.0,459800.0,461200.0,461200.0,457900.0,454400.0,450800.0,445400.0,440300.0,437700.0,436200.0,436900.0,439100.0,441200.0,442700.0,443700.0,444000.0,444300.0,444300.0,445700.0,448900.0,452900.0,456100.0,459200.0,461300.0,459900.0,455500.0,453700.0,456400.0,461300.0,468700.0,478400.0,485900.0,489800.0,493100.0,496200.0,499400.0,504500.0,510400.0,514500,515900,514700,513900,514200,518300,527400,536700,542100,545500,547100,548300,549200,549500,551700.0,557900,564900,569000,567400,567400.0,573700.0,582700,589500,595000,600200.0,606100.0,611100.0,614400.0,619500,623600,625600,627800,631300,633500,635000.0,637800,645700,658600,670100,676900,679400,684700,694800,704100
10065,1019200.0,1021500.0,1016600.0,1020300.0,1030500.0,1042600.0,1042000.0,1031300.0,1017900.0,1017700.0,1032100.0,1046600.0,1052500.0,1062300.0,1076600.0,1078900.0,1059800.0,1038000.0,1033800.0,1046100.0,1043800.0,1033600.0,1027700.0,1021000.0,1017100.0,1022800.0,1019800.0,1023000.0,1054200.0,1082000.0,1096500.0,1114900.0,1136200.0,1140000.0,1136100.0,1144400.0,1167300.0,1189000.0,1204500.0,1213300.0,1213200.0,1211900,1216100,1220100,1226200,1239200,1250100,1253100,1266800,1282800,1295700,1300800,1299100,1287600,1276200,1258700.0,1257600,1267900,1271200,1274800,1287200.0,1300000.0,1312400,1322800,1327300,1349400.0,1382700.0,1395800.0,1390200.0,1408400,1447100,1477300,1482000,1468300,1467500,1495500.0,1519100,1527200,1525800,1584300,1693300,1768700,1797600,1816200,1808500
11222,516800.0,519100.0,522800.0,521200.0,517700.0,518600.0,520600.0,521700.0,525800.0,531600.0,535900.0,540900.0,544800.0,544800.0,541500.0,532800.0,524300.0,525700.0,536300.0,548600.0,557500.0,564100.0,572400.0,583200.0,594300.0,604600.0,609400.0,610000.0,613800.0,622700.0,633400.0,641100.0,647000.0,654700.0,665800.0,679200.0,692000.0,701100.0,707700.0,714200.0,722400.0,730800,738700,749600,765400,778700,788300,800600,812200,817500,818300,819100,816000,819600,833500,850200.0,854300,854000,857600,865100,876000.0,897400.0,917800,927800,930700,928100.0,925800.0,928800.0,936400.0,944500,953500,961600,970900,975500,975200,973500.0,980700,986900,988100,987000,992300,990500,982700,975500,973700
10459,291000.0,293900.0,300300.0,303300.0,301600.0,300900.0,303200.0,304400.0,302100.0,298700.0,297500.0,298400.0,299300.0,297400.0,293700.0,288900.0,284800.0,282700.0,281700.0,280100.0,278900.0,276300.0,272200.0,268600.0,266400.0,264200.0,263100.0,262900.0,262400.0,261900.0,262800.0,264900.0,266500.0,267000.0,266600.0,266400.0,265600.0,262900.0,259200.0,257100.0,256900.0,257200,257100,257600,258800,260100,262000,264800,270300,278700,285300,287600,289000,288600,287900,288500.0,289900,291800,294600,298200,303300.0,309000.0,313500,317800,321500,324300.0,327300.0,329400.0,330300.0,331100,332800,334500,335200,335600,336500,335600.0,334000,335400,338900,341300,343100,343800,344200,345300,346500
11435,299300.0,301700.0,304600.0,305500.0,301900.0,296900.0,293500.0,291800.0,290800.0,290300.0,291100.0,290700.0,286800.0,282600.0,279500.0,276400.0,275400.0,278600.0,282100.0,283400.0,284900.0,289100.0,293500.0,295500.0,296000.0,296300.0,296500.0,295700.0,293100.0,290700.0,291800.0,294800.0,297900.0,300500.0,301600.0,302500.0,306100.0,310400.0,313900.0,315400.0,317600.0,319400,320700,321500,322600,323200,325900,331300,337000,340600,341200,342100,344100,345500,346000,347500.0,350100,352400,353000,351800,352400.0,356300.0,361600,366400,371400,376500.0,381400.0,385500.0,389400.0,393600,397700,401000,403900,407200,410200,411400.0,413200,419800,427900,431400,431700,429700,431900,442700,454300
11205,447100.0,448000.0,455900.0,458800.0,455300.0,452700.0,450700.0,447300.0,447900.0,451600.0,453500.0,455500.0,459400.0,461900.0,461000.0,452300.0,443300.0,444800.0,451800.0,453400.0,453500.0,455400.0,458500.0,463400.0,470600.0,477000.0,481000.0,483000.0,485100.0,485100.0,485800.0,489400.0,494600.0,500300.0,507500.0,515500.0,522100.0,531500.0,542800.0,547100.0,541600.0,537900,541200,546700,549400,548600,548500,552500,558300,562300,563500,558700,551000,551600,564400,581200.0,597100,611100,620400,622600,625800.0,640200.0,659400,672100,682200,691300.0,699100.0,705500.0,712500.0,719500,727800,743100,766500,777800,776000,777700.0,786500,792500,797500,801500,812600,832400,852700,859100,859000
10026,609500.0,614300.0,618400.0,623700.0,626300.0,624900.0,621900.0,620400.0,619100.0,619600.0,621000.0,622800.0,627300.0,635400.0,632600.0,619400.0,613300.0,617500.0,622200.0,627500.0,628000.0,620100.0,615000.0,616100.0,615500.0,612200.0,614400.0,623100.0,630700.0,629900.0,629700.0,629600.0,630100.0,634200.0,643000.0,647700.0,650200.0,651900.0,658400.0,670400.0,682900.0,699900,720400,735500,736400,735900,731900,734300,753400,783200,798600,802000,803600,809200,813900,822000.0,840400,863000,887200,910500,922700.0,921200.0,926800,936600,943300,945100.0,947100.0,936700.0,922000.0,922100,941300,962700,971200,966300,960700,954900.0,945300,940900,944200,970800,1022900,1065300,1076700,1064300,1043000
11217,574700.0,574600.0,579500.0,585000.0,589000.0,593500.0,601100.0,607900.0,613900.0,622600.0,632700.0,640300.0,642900.0,642200.0,639600.0,634500.0,628600.0,630800.0,637400.0,642300.0,646200.0,654200.0,663300.0,674700.0,688300.0,697700.0,699900.0,703800.0,713300.0,721800.0,728000.0,731500.0,735900.0,744100.0,757400.0,770200.0,782500.0,791600.0,798600.0,803100.0,807400.0,815500,828900,840800,850000,862500,871400,871600,870700,874300,878600,882900,887100,893200,904400,919200.0,929800,934500,938100,943700,953500.0,973100.0,995600,1009100,1017700,1024500.0,1022300.0,1010500.0,999700.0,998000,1007300,1023900,1040100,1048100,1055400,1069900.0,1094000,1108300,1111700,1138000,1186700,1208200,1205000,1207400,1211800
11237,338600.0,339100.0,339100.0,333800.0,328100.0,326300.0,323400.0,321200.0,323800.0,327800.0,330300.0,335000.0,338300.0,337700.0,336600.0,335600.0,333300.0,333100.0,335600.0,336800.0,337900.0,340200.0,340500.0,338000.0,338600.0,344300.0,353200.0,362300.0,368000.0,367800.0,369800.0,378400.0,383800.0,389700.0,407000.0,432100.0,451000.0,462900.0,463000.0,452400.0,446400.0,455200,470100,478900,488800,503900,517500,521400,526400,536400,547500,555800,565900,573400,582500,610800.0,647500,659200,645300,637200,640400.0,652100.0,670700,689300,699800,708500.0,716900.0,714900.0,707900.0,700700,700600,715400,744100,753000,742100,733600.0,733000,735000,741400,740100,732800,730900,736300,739200,738900
11365,591900.0,592000.0,590400.0,587800.0,585000.0,581600.0,577100.0,572800.0,570900.0,568600.0,565000.0,562200.0,560400.0,556900.0,553900.0,553600.0,554700.0,557000.0,558500.0,557900.0,558100.0,562600.0,565100.0,562900.0,560500.0,562100.0,565300.0,569000.0,571000.0,570600.0,570300.0,570900.0,571500.0,573200.0,577200.0,582200.0,587700.0,593800.0,599700.0,607400.0,618700.0,629700,636300,639900,641800,642500,643700,647400,653700,659900,663200,665400,668300,669100,668200,670000.0,674000,679000,685500,691000,695000.0,701000.0,709800,717100,721700,725500.0,729200.0,732800.0,736400.0,739300,743100,749100,757500,765100,768500,768200.0,769100,775900,788200,800200,806700,807800,811300,821000,830100
11103,503700.0,506300.0,505300.0,503000.0,500900.0,497000.0,491900.0,489800.0,489800.0,487800.0,482700.0,479600.0,476500.0,474100.0,475300.0,482900.0,490400.0,494300.0,496900.0,498200.0,497100.0,498800.0,504700.0,505600.0,505200.0,509500.0,513300.0,515400.0,519900.0,523400.0,523700.0,524700.0,525600.0,529500.0,536500.0,543200.0,547800.0,552400.0,558000.0,569100.0,585700.0,597200,602000,607400,610000,606800,603500,598000,597300,606400,605200,584700,567300,565000,566000,561200.0,560100,579100,612700,635300,636700.0,626900.0,625300,636900,654300,658100.0,652700.0,657600.0,689900.0,708700,698100,707200,732900,742000,757000,782800.0,793100,802400,821200,832500,831100,824200,824700,826900,827900
11367,393500.0,396800.0,394700.0,396400.0,397300.0,394100.0,389900.0,385900.0,381400.0,382500.0,388700.0,389200.0,383100.0,379700.0,382000.0,385800.0,389600.0,389000.0,387600.0,389300.0,393000.0,394100.0,397100.0,404100.0,410000.0,413800.0,418900.0,420500.0,417200.0,415800.0,417700.0,419900.0,424600.0,433700.0,443800.0,446400.0,442300.0,442200.0,445700.0,439900.0,439400.0,451900,464000,461300,456100,449200,441800,434900,441900,456500,466000,469700,475600,480700,480600,475900.0,475800,477400,483000,486900,492800.0,498800.0,505700,505300,503300,501300.0,509100.0,527500.0,531900.0,539700,549200,568600,573100,567100,562800,582700.0,596700,607500,620000,631400,630800,627600,639300,652900,655100
10013,1969300.0,1990800.0,2004700.0,2020300.0,2044900.0,2066600.0,2070100.0,2064700.0,2065900.0,2070100.0,2069600.0,2061100.0,2060100.0,2065300.0,2060100.0,2049800.0,2055100.0,2066100.0,2078000.0,2100200.0,2123300.0,2140600.0,2158500.0,2179500.0,2209400.0,2239300.0,2262700.0,2299300.0,2348300.0,2384300.0,2415200.0,2443900.0,2456300.0,2462300.0,2472900.0,2497200.0,2540700.0,2586700.0,2614800.0,2649600.0,2688900.0,2713900,2728000,2746200,2766800,2789500,2797400,2789100,2790800,2810200,2825000,2818600,2813900,2826500,2845800,2854800.0,2862300,2863700,2875000,2894900,2917200.0,2937200.0,2952500,2959000,2969000,2984500.0,2985300.0,2970300.0,2947400.0,2939200,2953400,2994000,3014500,2990500,2959300,2958700.0,2965100,2954900,2943600,2960000,3016500,3073600,3083200,3045500,3010000
