,population,zipcode,geo_id
1089194,1970,13425,8600000US13425
1090241,11910,10927,8600000US10927
1091222,6767,10590,8600000US10590
1091682,722,12419,8600000US12419
1092119,1853,13679,8600000US13679
1092375,27633,11542,8600000US11542
1093069,3367,12449,8600000US12449
1093788,35102,12590,8600000US12590
1093808,273,14884,8600000US14884
1094361,435,12017,8600000US12017
1095501,1684,13304,8600000US13304
1095533,19786,10552,8600000US10552
1097073,3352,14111,8600000US14111
1098470,6627,12721,8600000US12721
1098628,19880,12508,8600000US12508
1098700,125,14035,8600000US14035
1099599,126,13674,8600000US13674
1099886,1123,11948,8600000US11948
1100672,245,12724,8600000US12724
1101314,115,12131,8600000US12131
1101598,1307,14864,8600000US14864
1102033,823,12406,8600000US12406
1102061,53804,11758,8600000US11758
1102085,2468,14422,8600000US14422
1102399,3032,13476,8600000US13476
1104674,29267,14226,8600000US14226
1105097,871,12815,8600000US12815
1105920,4842,12845,8600000US12845
1107640,25141,14620,8600000US14620
1109107,32519,10309,8600000US10309
1109376,1743,14604,8600000US14604
1109812,296,12770,8600000US12770
1110858,2246,12581,8600000US12581
1112050,23426,14227,8600000US14227
1113484,8958,10930,8600000US10930
1114352,1118,13368,8600000US13368
1114968,1454,14894,8600000US14894
1115673,43631,10021,8600000US10021
1117202,38917,10952,8600000US10952
1117334,718,13802,8600000US13802
1118747,11549,14201,8600000US14201
1118887,1565,11976,8600000US11976
1119656,634,12930,8600000US12930
1120788,25484,11101,8600000US11101
1121606,161,12459,8600000US12459
1121694,391,13804,8600000US13804
1122979,1023,13071,8600000US13071
1123481,16269,14904,8600000US14904
1123985,10641,14212,8600000US14212
1124093,2606,13092,8600000US13092
1124412,316,10519,8600000US10519
1125490,3200,14172,8600000US14172
1126432,444,12063,8600000US12063
1126734,40366,11205,8600000US11205
1126855,30389,14304,8600000US14304
1128365,242,14539,8600000US14539
1128564,633,12778,8600000US12778
1129267,320,12738,8600000US12738
1129682,1968,10917,8600000US10917
1130080,29343,12309,8600000US12309
1132693,2726,13613,8600000US13613
1132984,215,14856,8600000US14856
1135540,946,14815,8600000US14815
1135895,17537,13039,8600000US13039
1137561,1599,12974,8600000US12974
1138390,8084,12563,8600000US12563
1138852,39150,11357,8600000US11357
1139285,20356,13212,8600000US13212
1142187,464,13786,8600000US13786
1142771,11415,14437,8600000US14437
1144424,85510,10314,8600000US10314
1146448,94600,10025,8600000US10025
1146486,110,14756,8600000US14756
1147071,3984,13634,8600000US13634
1148781,5575,14530,8600000US14530
1150126,67,14529,8600000US14529
1150542,12281,10474,8600000US10474
1152755,14791,10965,8600000US10965
1155905,14125,13421,8600000US13421
1156080,14491,14411,8600000US14411
1156858,126,12767,8600000US12767
1156991,266,13666,8600000US13666
1157084,817,12046,8600000US12046
1158098,0,11425,8600000US11425
1160520,6356,14706,8600000US14706
1164358,8906,13365,8600000US13365
1164527,1806,11005,8600000US11005
1164713,75784,10462,8600000US10462
1165628,403,12978,8600000US12978
1165978,45700,11757,8600000US11757
1166210,5561,13326,8600000US13326
1166785,119,10915,8600000US10915
1169271,5438,13202,8600000US13202
1169410,708,12151,8600000US12151
1169543,1404,14861,8600000US14861
1169983,681,10578,8600000US10578
1170097,651,12513,8600000US12513
1170625,7494,12983,8600000US12983
1171340,1610,13302,8600000US13302
1173208,2310,12056,8600000US12056
1173917,1207,12719,8600000US12719
1174443,4799,14423,8600000US14423
1175533,6344,11786,8600000US11786
1176282,35772,11787,8600000US11787
1176634,1986,14005,8600000US14005
1178268,4737,10560,8600000US10560
1179217,1929,12958,8600000US12958
1179647,7903,12198,8600000US12198
1180079,4275,12594,8600000US12594
1180821,5453,13407,8600000US13407
1181096,6025,14487,8600000US14487
1181595,26977,12205,8600000US12205
1182211,38982,10583,8600000US10583
1184320,8933,14059,8600000US14059
1185584,6,14893,8600000US14893
1185740,5081,14572,8600000US14572
1186570,2747,14715,8600000US14715
1186670,8002,11024,8600000US11024
1187617,27172,11901,8600000US11901
1190194,1131,12768,8600000US12768
1190450,423,12969,8600000US12969
1190715,17638,11738,8600000US11738
1190903,1244,13680,8600000US13680
1191856,1033,14784,8600000US14784
1192241,68733,11375,8600000US11375
1192434,3103,11718,8600000US11718
1192926,4431,14532,8600000US14532
1193621,2916,14755,8600000US14755
1194653,132,14415,8600000US14415
1197165,1998,12912,8600000US12912
1198060,5948,13778,8600000US13778
1198078,1820,14481,8600000US14481
1200525,32687,11433,8600000US11433
1200914,7854,14589,8600000US14589
1201333,512,12762,8600000US12762
1201498,2,10170,8600000US10170
1202551,2424,13648,8600000US13648
1202778,4587,12053,8600000US12053
1205336,4249,14548,8600000US14548
1205901,32298,11793,8600000US11793
1206893,5055,11579,8600000US11579
1207566,1405,14055,8600000US14055
1208373,3011,10006,8600000US10006
1208928,30184,11731,8600000US11731
1209090,9866,13078,8600000US13078
1209854,17228,12589,8600000US12589
1210428,5794,14174,8600000US14174
1211779,177,13345,8600000US13345
1213691,581,12417,8600000US12417
1213693,59707,10027,8600000US10027
1215413,2338,13164,8600000US13164
1215489,41104,14450,8600000US14450
1220014,1525,13630,8600000US13630
1220215,32270,10065,8600000US10065
1220937,357,13614,8600000US13614
1221305,2755,14853,8600000US14853
1223049,3430,11732,8600000US11732
1225400,1734,14898,8600000US14898
1227728,14992,13057,8600000US13057
1228386,790,13337,8600000US13337
1228615,228,12036,8600000US12036
1229168,2883,14517,8600000US14517
1229762,8732,10923,8600000US10923
1230767,926,11939,8600000US11939
1230975,15836,12953,8600000US12953
1230996,4566,14105,8600000US14105
1232421,20374,14072,8600000US14072
1232858,1576,14731,8600000US14731
1233318,22360,11762,8600000US11762
1233773,48418,10940,8600000US10940
1234584,17416,12831,8600000US12831
1235631,905,13355,8600000US13355
1236205,187,12973,8600000US12973
1238348,93877,11236,8600000US11236
1238898,37205,13126,8600000US13126
1239089,1931,14814,8600000US14814
1239483,3122,10998,8600000US10998
1239707,1164,12502,8600000US12502
1240233,109931,11368,8600000US11368
1240353,5505,12025,8600000US12025
1240383,39127,11421,8600000US11421
1240781,4582,12122,8600000US12122
1240934,6552,10577,8600000US10577
1242016,833,14480,8600000US14480
1243849,2000,13156,8600000US13156
1243949,44264,13760,8600000US13760
1245100,8030,11705,8600000US11705
1245615,85,13102,8600000US13102
1245824,16736,14901,8600000US14901
1249080,4777,13605,8600000US13605
1250833,307,12781,8600000US12781
1251083,15093,10960,8600000US10960
1252367,2922,11549,8600000US11549
1253494,118,13834,8600000US13834
1255562,1040,13061,8600000US13061
1257940,613,13756,8600000US13756
1258210,452,12787,8600000US12787
1258726,7728,14141,8600000US14141
1260072,24227,14220,8600000US14220
1261800,345,13633,8600000US13633
1262739,3686,12526,8600000US12526
1263961,3201,12068,8600000US12068
1264100,331,13312,8600000US13312
1264280,593,13659,8600000US13659
1264337,5199,10069,8600000US10069
1265136,636,14717,8600000US14717
1265921,69,12089,8600000US12089
1270722,14233,14610,8600000US14610
1271228,1658,13343,8600000US13343
1271475,1036,12468,8600000US12468
1271854,35040,12401,8600000US12401
1272560,1809,13083,8600000US13083
1274026,314,13123,8600000US13123
1275263,119,14135,8600000US14135
1275586,188,13117,8600000US13117
1276053,53687,11435,8600000US11435
1276059,11096,13357,8600000US13357
1276471,782,13752,8600000US13752
1278162,16223,14607,8600000US14607
1280474,487,14714,8600000US14714
1280525,49262,11238,8600000US11238
1282736,7556,11516,8600000US11516
1283124,23306,14020,8600000US14020
1283988,513,13776,8600000US13776
1285135,6120,12986,8600000US12986
1286081,815,13486,8600000US13486
1287215,31,12872,8600000US12872
1287321,38421,11779,8600000US11779
1288627,17396,14611,8600000US14611
1288687,764,12777,8600000US12777
1290050,3342,13354,8600000US13354
1292794,2018,13320,8600000US13320
1292860,86408,11230,8600000US11230
1293310,1509,12870,8600000US12870
1296017,259,12855,8600000US12855
1296349,1973,13112,8600000US13112
1296968,2287,13734,8600000US13734
1297229,282,14736,8600000US14736
1297366,3298,12846,8600000US12846
1298006,18126,10605,8600000US10605
1298186,0,10169,8600000US10169
1298995,76003,10029,8600000US10029
1299394,42230,11743,8600000US11743
1301191,1277,10546,8600000US10546
1303472,2398,14847,8600000US14847
1305490,41937,14075,8600000US14075
1306088,14961,11751,8600000US11751
1306868,65,13352,8600000US13352
1307180,8830,13367,8600000US13367
1307981,2750,12821,8600000US12821
1308131,1702,12140,8600000US12140
1309338,1688,14024,8600000US14024
1310859,265,12495,8600000US12495
1311542,10401,11713,8600000US11713
1311641,153,13051,8600000US13051
1313062,339,13163,8600000US13163
1314459,20408,11694,8600000US11694
1315558,737,12791,8600000US12791
1318457,2193,12106,8600000US12106
1318675,1123,13072,8600000US13072
1322357,1174,14803,8600000US14803
1323856,844,14069,8600000US14069
1324680,308,14486,8600000US14486
1325855,3556,13033,8600000US13033
1326119,4945,12170,8600000US12170
1326949,10750,13148,8600000US13148
1328017,3203,10926,8600000US10926
1328018,4488,13140,8600000US13140
1328189,1822,13607,8600000US13607
1328706,10007,11771,8600000US11771
1328820,4298,10963,8600000US10963
1329732,401,14877,8600000US14877
1330608,26030,11795,8600000US11795
1330617,4255,14772,8600000US14772
1331657,5532,10983,8600000US10983
1331874,60035,11691,8600000US11691
1332808,36688,11105,8600000US11105
1336617,533,12863,8600000US12863
1338376,13680,11951,8600000US11951
1340767,17867,12534,8600000US12534
1341219,1858,11964,8600000US11964
1342223,6191,12582,8600000US12582
1343081,7164,12009,8600000US12009
1343415,60,10932,8600000US10932
1345604,3892,13030,8600000US13030
1345676,8475,10589,8600000US10589
1345706,14694,14210,8600000US14210
1345818,2070,13493,8600000US13493
1346231,1194,12430,8600000US12430
1346262,797,12175,8600000US12175
1346982,4637,11952,8600000US11952
1347177,34555,11364,8600000US11364
1348299,2101,14544,8600000US14544
1348419,2016,12193,8600000US12193
1351935,38908,10034,8600000US10034
1352816,41676,14150,8600000US14150
1355176,6246,12077,8600000US12077
1355602,1865,12086,8600000US12086
1355877,3165,11794,8600000US11794
1356021,5914,11020,8600000US11020
1356235,606,12124,8600000US12124
1357765,5446,14590,8600000US14590
1357841,2461,13654,8600000US13654
1358897,207,12194,8600000US12194
1360007,16268,11950,8600000US11950
1361255,363,12420,8600000US12420
1362062,42230,10465,8600000US10465
1362577,977,13813,8600000US13813
1363256,147,12527,8600000US12527
1369877,31637,13027,8600000US13027
1370083,63886,14850,8600000US14850
1370700,443,14060,8600000US14060
1371706,41776,12065,8600000US12065
1372128,9123,12572,8600000US12572
1374124,2304,12979,8600000US12979
1374542,1267,13328,8600000US13328
1374650,6941,13339,8600000US13339
1376491,1374,13334,8600000US13334
1377326,7322,10533,8600000US10533
1378283,12709,11778,8600000US11778
1378525,271,12492,8600000US12492
1381190,2835,12850,8600000US12850
1381197,804,12136,8600000US12136
1381247,4255,13833,8600000US13833
1381854,2272,13685,8600000US13685
1381902,18540,11692,8600000US11692
1382717,3031,12196,8600000US12196
1383774,497,12008,8600000US12008
1384616,534,13136,8600000US13136
1384671,675,14720,8600000US14720
1386290,3795,12083,8600000US12083
1386652,7444,10523,8600000US10523
1387463,40931,10475,8600000US10475
1388000,7372,13403,8600000US13403
1388267,24527,10039,8600000US10039
1388491,39665,10455,8600000US10455
1389047,3950,13439,8600000US13439
1390622,4555,11568,8600000US11568
1391212,3039,14025,8600000US14025
1393079,2758,13040,8600000US13040
1394239,3083,13478,8600000US13478
1399655,2861,13656,8600000US13656
1403715,1325,13318,8600000US13318
1404232,15347,11798,8600000US11798
1404377,13532,11366,8600000US11366
1405189,92,10119,8600000US10119
1406738,38780,11103,8600000US11103
1407272,37337,10454,8600000US10454
1408077,2865,14525,8600000US14525
1408134,60998,10023,8600000US10023
1409712,76174,11203,8600000US11203
1409930,12680,10570,8600000US10570
1410516,1295,14723,8600000US14723
1411130,2471,12466,8600000US12466
1411968,16415,11703,8600000US11703
1413665,10510,12414,8600000US12414
1415340,12810,10520,8600000US10520
1417260,16135,13413,8600000US13413
1419667,1910,12737,8600000US12737
1419823,1598,14858,8600000US14858
1420120,2077,14171,8600000US14171
1420786,1618,14145,8600000US14145
1420790,2217,14040,8600000US14040
1420957,127,13651,8600000US13651
1421422,1350,13028,8600000US13028
1423585,94,13860,8600000US13860
1424068,1281,13147,8600000US13147
1424178,1219,10501,8600000US10501
1425876,1511,13835,8600000US13835
1426142,4061,12157,8600000US12157
1426604,173,14545,8600000US14545
1427103,3311,12525,8600000US12525
1427726,34515,14612,8600000US14612
1431722,20751,14206,8600000US14206
1431764,191,14827,8600000US14827
1435152,1766,14711,8600000US14711
1437005,1149,13864,8600000US13864
1437186,21,10910,8600000US10910
1437890,2216,14826,8600000US14826
1437903,5121,14787,8600000US14787
1440957,26337,10303,8600000US10303
1441371,17,12862,8600000US12862
1441636,104,14134,8600000US14134
1443620,6464,11560,8600000US11560
1443874,281,12429,8600000US12429
1446819,18308,12561,8600000US12561
1448224,53606,12180,8600000US12180
1449579,7142,14414,8600000US14414
1449955,2457,12501,8600000US12501
1451980,19039,14218,8600000US14218
1452156,54183,10016,8600000US10016
1452769,378,13638,8600000US13638
1453134,10705,13041,8600000US13041
1453385,4783,10282,8600000US10282
1454555,2873,13143,8600000US13143
1454893,9993,10970,8600000US10970
1456055,45713,10451,8600000US10451
1457931,5450,14727,8600000US14727
1459162,78731,11223,8600000US11223
1459426,16898,14305,8600000US14305
1460291,486,12884,8600000US12884
1460750,8016,14470,8600000US14470
1461067,5368,13068,8600000US13068
1461851,54878,11354,8600000US11354
1463880,1807,14030,8600000US14030
1464293,503,13693,8600000US13693
1465586,1820,13433,8600000US13433
1466145,586,12604,8600000US12604
1466928,896,10988,8600000US10988
1467648,1045,13757,8600000US13757
1468846,1176,14571,8600000US14571
1469941,4610,12816,8600000US12816
1470263,2508,13101,8600000US13101
1470544,7106,12832,8600000US12832
1470955,1679,13052,8600000US13052
1472103,667,14754,8600000US14754
1472599,3232,12458,8600000US12458
1473311,2512,13044,8600000US13044
1475619,4271,12084,8600000US12084
1475692,86,13353,8600000US13353
1478062,914,12150,8600000US12150
1478347,1776,12062,8600000US12062
1480131,236,6390,8600000US06390
1480152,5532,10913,8600000US10913
1481043,1268,10518,8600000US10518
1483466,14530,11767,8600000US11767
1485259,13553,11953,8600000US11953
1485761,37144,10550,8600000US10550
1488952,44354,11420,8600000US11420
1488989,2286,14170,8600000US14170
1489519,4695,14546,8600000US14546
1489623,2411,12578,8600000US12578
1489759,99598,11220,8600000US11220
1489787,2948,12413,8600000US12413
1490492,21908,12110,8600000US12110
1490703,175,12031,8600000US12031
1492188,0,11451,8600000US11451
1492672,21902,11768,8600000US11768
1495106,2076,12748,8600000US12748
1495373,399,13153,8600000US13153
1495537,2432,13622,8600000US13622
1495902,11376,10601,8600000US10601
1496709,2282,10588,8600000US10588
1496964,2443,13146,8600000US13146
1497184,4402,12580,8600000US12580
1497828,201,13774,8600000US13774
1498473,1535,14709,8600000US14709
1498624,1148,12960,8600000US12960
1499067,12606,12095,8600000US12095
1499591,305,12439,8600000US12439
1499772,1618,14203,8600000US14203
1499795,11183,14103,8600000US14103
1500104,2353,10968,8600000US10968
1500170,0,10110,8600000US10110
1502132,6220,14469,8600000US14469
1504026,576,12427,8600000US12427
1504444,1304,12092,8600000US12092
1505292,1172,12028,8600000US12028
1506012,5393,14505,8600000US14505
1506014,64,13064,8600000US13064
1507279,5889,13309,8600000US13309
1509513,207,14537,8600000US14537
1510556,3329,14062,8600000US14062
1510694,11303,12211,8600000US12211
1511060,12387,11755,8600000US11755
1511883,1517,13809,8600000US13809
1512164,38875,11106,8600000US11106
1513966,1531,13144,8600000US13144
1514280,2267,13626,8600000US13626
1514663,172,13784,8600000US13784
1517520,1281,14102,8600000US14102
1517610,1855,13158,8600000US13158
1518731,19,13643,8600000US13643
1519298,2941,14435,8600000US14435
1519565,804,12409,8600000US12409
1520808,0,10278,8600000US10278
1521757,1582,13054,8600000US13054
1521864,199,12844,8600000US12844
1522406,2271,13416,8600000US13416
1522563,2258,12575,8600000US12575
1522581,42986,13440,8600000US13440
1525534,5025,12883,8600000US12883
1530595,605,12847,8600000US12847
1530753,381,12955,8600000US12955
1530768,537,12418,8600000US12418
1531286,8523,11792,8600000US11792
1531643,3457,13116,8600000US13116
1531763,677,12469,8600000US12469
1532804,1729,10596,8600000US10596
1533489,4015,12037,8600000US12037
1533844,4488,13074,8600000US13074
1534273,110,14592,8600000US14592
1534691,50984,10011,8600000US10011
1539645,1452,13477,8600000US13477
1541721,266,12465,8600000US12465
1542115,238,12823,8600000US12823
1542900,6517,13211,8600000US13211
1543027,70496,10457,8600000US10457
1543640,1896,14065,8600000US14065
1545369,1162,12726,8600000US12726
1545919,7150,14068,8600000US14068
1546608,2467,11977,8600000US11977
1547093,5913,12542,8600000US12542
1547776,286,13435,8600000US13435
1547840,118,12736,8600000US12736
1549042,10097,10707,8600000US10707
1549310,21225,10708,8600000US10708
1549980,15814,11782,8600000US11782
1551745,3089,10004,8600000US10004
1553534,3523,11109,8600000US11109
1553793,160,13675,8600000US13675
1554015,7692,12307,8600000US12307
1555291,4895,14510,8600000US14510
1555474,624,13310,8600000US13310
1556921,67813,10466,8600000US10466
1557051,2751,14735,8600000US14735
1557354,44837,11772,8600000US11772
1557648,11125,14208,8600000US14208
1558377,1634,12461,8600000US12461
1558475,5492,12946,8600000US12946
1558531,1568,12052,8600000US12052
1561888,41749,10305,8600000US10305
1565106,6423,13073,8600000US13073
1565898,20555,12144,8600000US12144
1566571,20467,14420,8600000US14420
1567922,75371,10452,8600000US10452
1569581,47308,10459,8600000US10459
1573182,234,10979,8600000US10979
1573221,14096,10307,8600000US10307
1573522,1472,10964,8600000US10964
1576238,0,10172,8600000US10172
1576809,183,12450,8600000US12450
1579794,1206,13338,8600000US13338
1579857,22854,13208,8600000US13208
1580233,18414,10805,8600000US10805
1580456,1428,12941,8600000US12941
1582649,5042,13830,8600000US13830
1584654,1868,13625,8600000US13625
1584879,3825,12443,8600000US12443
1585435,4778,12992,8600000US12992
1585559,16395,12206,8600000US12206
1585964,665,12786,8600000US12786
1586450,2908,12788,8600000US12788
1586933,405,12172,8600000US12172
1588360,10121,12209,8600000US12209
1589707,1239,12997,8600000US12997
1590157,14730,14613,8600000US14613
1590425,1223,12967,8600000US12967
1591643,3095,14081,8600000US14081
1591761,2281,13697,8600000US13697
1591980,154,12195,8600000US12195
1592123,2460,13332,8600000US13332
1592173,764,12494,8600000US12494
1592244,49896,11237,8600000US11237
1592834,22455,13820,8600000US13820
1593587,4042,12758,8600000US12758
1595378,554,13740,8600000US13740
1596039,37546,11358,8600000US11358
1596729,85,14112,8600000US14112
1597701,269,12886,8600000US12886
1597915,2958,14098,8600000US14098
1599785,4136,14883,8600000US14883
1602265,1343,11930,8600000US11930
1602530,746,14748,8600000US14748
1604003,3881,13602,8600000US13602
1604765,12366,11576,8600000US11576
1606586,14146,10804,8600000US10804
1607248,11593,11968,8600000US11968
1607338,775,12503,8600000US12503
1607394,555,10535,8600000US10535
1607972,3800,13748,8600000US13748
1609103,897,13681,8600000US13681
1609166,473,10933,8600000US10933
1609823,2963,14770,8600000US14770
1610224,5124,12123,8600000US12123
1610338,1410,12070,8600000US12070
1610922,4175,10928,8600000US10928
1612089,23570,10566,8600000US10566
1613135,15598,12524,8600000US12524
1614245,10717,14425,8600000US14425
1615524,814,12153,8600000US12153
1615676,282,13636,8600000US13636
1616124,885,12765,8600000US12765
1617459,19201,13205,8600000US13205
1618929,9760,13603,8600000US13603
1619455,1084,11960,8600000US11960
1620851,7851,12033,8600000US12033
1621903,17,11556,8600000US11556
